When the Spike Happens,Topic,Topic Number,TF-IDF Keywords,Non-TF-IDF Keywords,Prominent Tone,Prominent Key Person Affiliation
2022-11,Infrastructure and Housing Development,2,"ikn, nusantara, pupr, konstruksi, rumah, basuki, kipp, kawasan, pusat, rp, negara, inti, jalan, huni, infrastruktur, balikpapan, presiden, triliun, wilayah, rakyat, hadimuljono, terowongan, laksana, wp, kantor, laut, tahap, jakarta, tol, kontrak, anggar, karya, dasar, air, giat, menit, cepat, butuh, sub, target, bambang, nasional, duduk, tanah, november, investor, jembatan, gedung, klaster, data","ikn, nusantara, pupr, rumah, basuki, negara, kawasan, pusat, infrastruktur, jalan, rakyat, presiden, wilayah, jakarta, rp, nasional, laksana, tol, air, kantor, dasar, balikpapan, lahan, dukung, triliun, lingkung, tanah, cepat, tahap, butuh, target, jokowi, investor, giat, anggar, karya, atur, gedung, dki, dpr, istana, ri, nomor, rapat, lokasi, kembang, bambang, milik, konsep, proses",Neutral,Government
2023-01,Infrastructure and Housing Development,2,"ikn, nusantara, pupr, paket, jalan, infrastruktur, rumah, presiden, kontrak, dan, basuki, rp, konstruksi, laksana, istana, negara, triliun, progres, satgas, ketua, persen, tol, kawasan, capai, sumadilaga, target, hidayat, gedung, huni, satu, rakyat, tugas, pii, jalur, upacara, dasar, anggar, kantor, tahap, balikpapan, km, hadimuljono, februari, karya, masuk, lokasi, lelang, nasional, dpr, jenderal","ikn, nusantara, pupr, jalan, rumah, infrastruktur, negara, laksana, presiden, kawasan, rp, ketua, basuki, rakyat, istana, satu, triliun, tol, gedung, target, tugas, capai, persen, balikpapan, karya, nasional, lokasi, paku, kantor, jenderal, pusat, anggar, air, tahap, jakarta, najam, dasar, paser, dpr, direktur, ri, kembang, dukung, masuk, pt, hubung, siap, tanah, jabat, proses",Neutral,Government
2023-05,Infrastructure and Housing Development,2,"ikn, nusantara, tanah, jalan, lahan, investasi, tol, jakarta, investor, pupr, kawasan, heru, infrastruktur, siap, negara, presiden, satwa, luhut, budi, pohon, basuki, kipp, koridor, kantor, bidang, cepat, oikn, persen, progres, rumah, dan, badan, hektar, hutan, pasti, istana, proses, target, bentuk, jam, bisnis, satgas, dki, pusat, luas, laksana, usaha, publik, segmen, jamin","ikn, nusantara, kawasan, jalan, pupr, tanah, tol, lahan, negara, investor, jakarta, investasi, infrastruktur, rumah, presiden, hutan, kantor, karya, bidang, persen, gedung, rakyat, pusat, oikn, cepat, target, laksana, badan, istana, siap, basuki, proses, ketua, usaha, luhut, lokasi, capai, masuk, salah, bentuk, wilayah, milik, balikpapan, satu, bambang, rp, nasional, apbn, najam, dki",Positive,Government
2023-06,Infrastructure and Housing Development,2,"ikn, nusantara, pupr, konstruksi, rumah, bandara, tanah, presiden, basuki, infrastruktur, vvip, jokowi, cepat, awas, jalan, paket, laksana, negara, lahan, jakarta, rampung, tol, rp, wika, target, luhut, dukung, satgas, juni, selamat, pusat, kantor, rakyat, investasi, very, progres, juli, gedung, ada, dpr, hadimuljono, jembatan, kawasan, luas, capai, kipp, kembang, tugas, dasar, triliun","ikn, nusantara, pupr, rumah, basuki, jalan, negara, tanah, infrastruktur, presiden, laksana, jokowi, cepat, rakyat, rp, jakarta, lahan, kawasan, target, pusat, tol, dukung, dpr, gedung, tugas, capai, tahap, jenderal, triliun, kantor, ri, jabat, luhut, balikpapan, kembang, persen, investasi, satu, direktur, nasional, ketua, karya, najam, utama, proses, asn, hubung, tim, dki, lingkung",Positive,Government
2023-08,Infrastructure and Housing Development,2,"ikn, nusantara, bandara, pupr, jalan, vvip, rumah, tol, infrastruktur, progres, kantor, negara, persen, laksana, presiden, dan, agustus, rp, basuki, tahap, target, kawasan, capai, asn, satgas, rakyat, triliun, laut, gedung, balikpapan, lelang, pusat, tanah, anggar, ketua, seksi, sumadilaga, huni, karya, dasar, jakarta, kipp, akses, terowongan, konstruksi, desain, hadimuljono, najam, cepat, sertifikat","ikn, nusantara, pupr, jalan, rumah, negara, infrastruktur, tol, laksana, kantor, rakyat, tanah, presiden, kawasan, tahap, basuki, persen, rp, target, asn, capai, balikpapan, nasional, pusat, triliun, lahan, karya, gedung, dasar, wilayah, air, jakarta, ketua, satu, badan, cepat, anggar, paku, milik, istana, oikn, sesuai, tugas, hubung, kutip, proses, najam, dukung, jenderal, desain",Neutral,Government
2023-11,Infrastructure and Housing Development,2,"ikn, rumah, bandara, tol, nusantara, jokowi, asn, balikpapan, pupr, gedung, presiden, negara, jalan, kantor, konstruksi, kemenko, progres, kawasan, tanah, rusun, basuki, produk, budi, butuh, layan, laksana, desain, iwan, infrastruktur, jakarta, menit, kemenhub, persen, rakyat, target, hubung, pakai, hankam, pesawat, pusat, jabat, istana, luas, badan, negeri, rp, tinjau, tower, ada, kereta","ikn, nusantara, tol, pupr, rumah, jalan, negara, presiden, jokowi, asn, balikpapan, kawasan, target, gedung, infrastruktur, laksana, capai, kantor, persen, rakyat, tanah, pusat, jakarta, basuki, dukung, badan, karya, hubung, desain, jenderal, butuh, cepat, direktur, pt, tugas, milik, groundbreaking, tahap, rp, dasar, istana, najam, lahan, atur, masyarakat, terang, negeri, salah, jabat, resmi",Neutral,Government
2021-04,Investment and Economic Development in Indonesia,1,"negara, ikat, city, jaring, smart, ahli, presiden, pipa, arab, saudi, ikn, wilayah, investor, garuda, beli, teknologi, apbn, gas, arsjad, cisem, ketua, rumah, asosiasi, cita, rasjid, green, plts, wujud, ri, usaha, istana, industri, rancang, badan, patung, kembang, seluler, telekomunikasi, thr, upaya, nyoman, gesa, dunia, jokowi, layan, kapal, selam, provinsi, kadin, kawasan","negara, presiden, ikn, istana, usaha, investor, rancang, desain, city, ketua, undang, wilayah, jokowi, ri, bappenas, dunia, apbn, nasional, badan, buka, suharso, salah, kembang, dukung, lingkung, satu, masuk, kawasan, tingkat, pt, jalan, rumah, bentuk, bidang, konsep, kunjung, calon, wakil, jabat, dana, gedung, milik, karya, lanjut, paser, terang, direktur, kantor, provinsi, nilai",Neutral,Government
2021-10,Investment and Economic Development in Indonesia,1,"eropa, uni, ikn, kantor, investasi, vincent, kaltim, negara, gobel, rachmat, piket, infrastruktur, najam, tarik, polandia, presiden, calon, umkm, kunjung, swedia, dukung, dubes, suharso, duta, janji, green, ppu, dagang, indonesiasentris, paser, transformasi, wujud, cities, day, world, maju, delegasi, ri, cepat, investor, kabupaten, biru, jokowi, tingkat, nasional, lapor, visi, peluang, stoczynska, titik","negara, ikn, cepat, jakarta, investasi, kantor, najam, paser, apbn, investor, presiden, ri, biaya, wakil, infrastruktur, calon, suharso, dpr, city, kabupaten, ketua, ppu, kunjung, hubung, kawasan, tingkat, jokowi, ubah, usaha, dukung, pusat, tahap, konsep, utama, target, bahas, terang, dunia, jalan, nasional, lokasi, nilai, dasar, dana, nyata, bappenas, salah, titik, undang, proses",Positive,Government
2022-01,Investment and Economic Development in Indonesia,1,"nusantara, jakarta, ikn, negara, nama, york, new, ketua, bisnis, pusat, infrastruktur, harap, dki, malaysia, nilai, dprd, bidang, undang, suharso, jokowi, presiden, uu, dunia, upaya, investor, tarik, milik, kadin, city, properti, kembang, industri, tawar, spacex, dagang, kenal, wilayah, kamar, wakil, kamil, insanul, nomor, revisi, konsep, mudah, usaha, tumbuh, republik, pesawat, gambar","ikn, negara, nusantara, jakarta, ketua, pusat, infrastruktur, nama, investasi, suharso, nilai, kembang, harap, usaha, milik, nasional, bidang, dki, presiden, jokowi, undang, city, uu, dunia, wilayah, bappenas, investor, cepat, salah, konsep, najam, badan, wakil, dukung, paser, kawasan, tuju, nomor, ri, khusus, terang, tingkat, dasar, jalan, dana, lokasi, ruu, hubung, sebut, target",Neutral,Government
2022-03,Investment and Economic Development in Indonesia,1,"ikn, softbank, investasi, nusantara, investor, mundur, luhut, negara, jakarta, bambang, dana, jokowi, batal, usaha, susantono, abu, dhabi, modal, bidang, miliar, city, saudi, tarik, presiden, jepang, arab, tanam, salah, koordinator, maritim, china, kembang, tawar, masuk, pandjaitan, wakil, binsar, konsep, masayoshi, land, ketua, milik, infrastruktur, son, bisnis, smart, upaya, badan, arah, dunia","ikn, nusantara, investasi, negara, luhut, investor, usaha, jakarta, dana, jokowi, presiden, bambang, bidang, salah, city, wakil, dukung, kembang, susantono, dunia, infrastruktur, ketua, milik, badan, konsep, jalan, kunjung, nilai, lingkung, buka, bahas, masuk, barat, tingkat, kutip, harap, rp, sebut, pusat, nasional, hadir, kawasan, biaya, satu, ri, sumber, masyarakat, negeri, of, selatan",Neutral,Government
2022-05,Investment and Economic Development in Indonesia,1,"ikn, arab, nusantara, saudi, investasi, investor, negara, kendara, transportasi, luhut, bambang, jakarta, jepang, otonom, swiss, semen, raja, bahlil, minat, pajak, tawar, wef, bidang, davos, dagang, emirat, uni, kembang, salah, konsep, jokowi, airlangga, harap, tarik, forum, infrastruktur, nilai, mahkota, awak, susantono, industri, uea, economic, belanda, menko, presiden, usaha, dukung, nomor, orang","ikn, nusantara, investasi, negara, luhut, investor, kembang, bidang, harap, dukung, jakarta, presiden, usaha, bambang, konsep, jokowi, lingkung, tingkat, nilai, city, wakil, ri, salah, resmi, dana, terang, dunia, infrastruktur, kutip, undang, bahas, susantono, ketua, utama, nomor, capai, milik, lanjut, hubung, cepat, listrik, orang, kunjung, balikpapan, hadir, daerah, lokasi, pusat, kawasan, badan",Neutral,Government
2022-06,Investment and Economic Development in Indonesia,1,"ikn, nusantara, investor, investasi, negara, jakarta, luhut, london, foxconn, energi, telkom, australia, kembang, bambang, city, smart, usaha, presiden, of, tumbuh, belanda, hijau, visi, jokowi, peluang, tawar, bidang, pusat, the, minat, tingkat, tarik, susantono, infrastruktur, properti, kunjung, dukung, salah, menko, papar, perata, kawasan, harap, gelar, solusi, bogor, listrik, keaveny, airlangga, sehat","ikn, nusantara, negara, investasi, jakarta, investor, kembang, usaha, luhut, presiden, city, of, kunjung, jokowi, bambang, bidang, salah, infrastruktur, dukung, kawasan, harap, listrik, tingkat, bahas, wilayah, ketua, susantono, milik, pusat, nilai, the, ri, kantor, hubung, gelar, hadir, lanjut, istana, giat, terang, lingkung, butuh, barat, program, air, nasional, balikpapan, direktur, rumah, titik",Positive,Government
2022-07,Investment and Economic Development in Indonesia,1,"ikn, investasi, jokowi, presiden, nusantara, korea, negara, usaha, selatan, bahlil, hyundai, putin, rusia, korsel, kembang, diaspora, listrik, uea, tarik, kunjung, lg, posco, investor, basuki, dukung, infrastruktur, erick, tawar, mobil, badan, pupr, minat, jica, arab, global, bahas, lahadalia, china, bidang, jepang, smart, city, steel, krakatau, milik, uni, emirat, thohir, join, masuk","ikn, nusantara, investasi, presiden, jokowi, negara, kembang, usaha, selatan, kunjung, listrik, infrastruktur, dukung, city, bidang, jakarta, investor, bahas, badan, basuki, pupr, of, milik, harap, salah, ri, negeri, rp, terima, nilai, terang, masuk, kantor, pusat, bambang, dunia, masyarakat, dana, bappenas, hasil, lanjut, tingkat, triliun, pt, hadir, program, kutip, khusus, kawasan, susantono",Positive,Government
2022-10,Investment and Economic Development in Indonesia,1,"ikn, nusantara, investor, jagat, usaha, jokowi, investasi, presiden, negara, badan, rusia, jakarta, listrik, city, kendara, pasar, luncur, smart, dunia, insentif, milik, bambang, harap, ketua, kawasan, jajak, konsep, virtual, puan, samarinda, platform, kembang, tarik, hubung, market, masuk, metaverse, peluang, as, industri, maruf, sounding, tawar, transportasi, lg, upaya, pekan, acara, tim, hadir","ikn, nusantara, investasi, investor, usaha, negara, presiden, jokowi, kembang, badan, city, jakarta, milik, bambang, ketua, dunia, dukung, harap, konsep, hadir, acara, listrik, rp, bidang, masuk, kawasan, atur, hubung, wakil, pt, nilai, terang, rancang, tahap, susantono, infrastruktur, salah, dpr, gelar, pimpin, direktur, bahas, ri, triliun, buka, lanjut, selatan, siap, tim, bentuk",Neutral,Government
2022-11,Investment and Economic Development in Indonesia,1,"ikn, nusantara, jokowi, investasi, investor, negara, hong, kong, presiden, finlandia, jepang, infrastruktur, minat, basuki, bambang, dubai, usaha, kembang, tarik, peluang, dukung, holding, area, ktt, wakil, pupr, buka, rp, bal, korea, bidang, negeri, kali, dagang, teknologi, lanjut, sektor, susantono, jakarta, lipat, potensi, rumah, miliar, bahas, tanam, hijau, esg, pgii, lps, pimpin","ikn, nusantara, investasi, negara, jokowi, investor, presiden, infrastruktur, usaha, kembang, bambang, basuki, dukung, pupr, bidang, jakarta, wakil, lanjut, susantono, buka, hadir, air, bahas, dunia, rumah, salah, city, tingkat, negeri, kawasan, lingkung, ketua, milik, pimpin, selatan, rakyat, terang, siap, pt, utama, pusat, oikn, konsep, badan, rp, acara, gelar, listrik, the, terima",Positive,Government
2023-01,Investment and Economic Development in Indonesia,1,"malaysia, ikn, nusantara, jokowi, investasi, negara, anwar, presiden, investor, bahlil, ibrahim, usaha, minat, loi, sektor, of, pm, serah, perdana, intent, swasta, letter, sambut, bambang, istana, peluang, bogor, tanam, kembang, modal, negeri, atur, ditandatangani, tony, tumbuh, terang, davos, potensi, kunjung, blair, bidang, tingkat, pers, dukung, xl, cantik, properti, lahadalia, susantono, kelola","ikn, nusantara, investasi, negara, jokowi, presiden, investor, usaha, of, bahas, istana, negeri, kunjung, bambang, kembang, sambut, jakarta, dukung, terang, tingkat, ri, hadir, susantono, badan, infrastruktur, terima, bidang, wilayah, resmi, pupr, ketua, milik, salah, oikn, dunia, satu, jalan, city, lingkung, jawa, wakil, atur, kutip, pimpin, cepat, masuk, the, nyata, konsep, hasil",Positive,Government
2023-03,Investment and Economic Development in Indonesia,1,"ikn, singapura, usaha, nusantara, jokowi, investasi, investor, pajak, presiden, jepang, laku, lee, undp, tanam, mou, modal, mudah, negara, oikn, fasilitas, pp, minat, lanjut, bambang, pm, hasil, atur, kembang, energi, nomor, izin, listrik, korea, negeri, bidang, dukung, hsien, loong, pupr, badan, of, tarik, sambut, selatan, infrastruktur, bebas, susantono, perdana, insentif, ri","ikn, nusantara, usaha, investasi, jokowi, presiden, investor, negara, fasilitas, atur, negeri, kembang, hasil, nomor, oikn, bidang, lanjut, listrik, jakarta, of, bambang, dukung, badan, infrastruktur, selatan, ri, bahas, the, salah, kunjung, tingkat, sambut, nasional, susantono, hubung, pupr, persen, cepat, karya, terang, air, balikpapan, milik, undang, ketua, rumah, tuju, direktur, buka, nilai",Positive,Government
2023-05,Investment and Economic Development in Indonesia,1,"ikn, nusantara, investasi, jokowi, usaha, presiden, logo, investor, singapura, negara, jepang, korea, minat, oikn, bahlil, realisasi, bidang, dukung, infrastruktur, jakarta, selatan, bambang, insentif, pilih, of, energi, loi, harap, masuk, mou, kembang, susantono, arab, pohon, and, inggris, fasilitas, korsel, mei, letter, lanjut, agustus, peluang, tarik, modal, sektor, masyarakat, hayat, deputi, bisnis","ikn, nusantara, investasi, jokowi, presiden, usaha, negara, investor, jakarta, dukung, oikn, bidang, bambang, infrastruktur, of, selatan, harap, susantono, pilih, kembang, bahas, masuk, lanjut, tingkat, masyarakat, badan, ri, negeri, jalan, fasilitas, city, calon, kunjung, milik, dasar, terima, terang, cepat, resmi, dana, acara, bentuk, istana, salah, sumber, buka, hadir, hasil, luhut, undang",Positive,Government
2023-07,Investment and Economic Development in Indonesia,1,"jokowi, ikn, nusantara, presiden, australia, china, investasi, xi, jinping, negara, usaha, shenzhen, jepang, group, investor, kembang, energi, bambang, oikn, hyundai, kawasan, dorong, tiongkok, city, migas, lanjut, kunjung, bidang, jakarta, sehat, smart, dukung, juli, lippo, infrastruktur, susantono, komitmen, beasiswa, singapura, chengdu, sektor, program, luhut, ri, ciputra, produk, sepakat, tingkat, strategis, harap","ikn, nusantara, jokowi, presiden, investasi, negara, usaha, kembang, jakarta, investor, bambang, kawasan, city, lanjut, oikn, dukung, bidang, kunjung, susantono, infrastruktur, ri, pt, program, dunia, harap, buka, hadir, tingkat, tuju, undang, terang, bahas, konsep, milik, khusus, negeri, salah, listrik, giat, jalan, pusat, of, kantor, butuh, hasil, badan, rp, wakil, masuk, masyarakat",Positive,Government
2023-09,Investment and Economic Development in Indonesia,1,"ikn, jokowi, nusantara, investasi, presiden, taksi, terbang, investor, negara, jakarta, usaha, oikn, loi, uji, coba, prancis, transportasi, asean, ri, minat, group, bambang, kendara, china, city, bahlil, cina, kembang, bidang, cepat, kereta, badan, september, ali, ktt, deputi, hijau, harap, jalan, alfamart, karbon, agung, jepang, bahas, mrt, agustus, hut, teknologi, digital, moda","ikn, nusantara, investasi, jokowi, presiden, negara, jakarta, usaha, investor, oikn, kembang, city, dukung, of, bidang, ri, pt, harap, bambang, pusat, jalan, hadir, badan, tingkat, masyarakat, negeri, lingkung, lanjut, air, bahas, salah, buka, milik, konsep, dana, kunjung, kawasan, cepat, terang, hasil, acara, infrastruktur, hubung, terima, balikpapan, the, ketua, wakil, dunia, anggota",Neutral,Government
2023-11,Investment and Economic Development in Indonesia,1,"ikn, investor, jokowi, asing, investasi, nusantara, masuk, presiden, negeri, minat, negara, stanford, loi, usaha, amerika, serikat, sektor, oikn, modal, tanam, of, university, agung, prioritas, jakarta, as, apec, bidang, kembang, nyata, pusat, bambang, ceo, energi, bahlil, rem, transportasi, buka, forum, domestik, deputi, aku, san, letter, korea, riset, malaysia, yunani, surat, tahap","ikn, nusantara, jokowi, investor, investasi, presiden, negara, usaha, city, masuk, negeri, of, jakarta, kembang, oikn, dukung, lanjut, bambang, pusat, bidang, hadir, konsep, tingkat, infrastruktur, dunia, the, buka, kawasan, listrik, badan, susantono, lingkung, milik, rumah, salah, selatan, harap, terang, sebut, butuh, rp, persen, nyata, masyarakat, nasional, kunjung, cepat, undang, pt, acara",Neutral,Government
2020-03,Leadership and Administrative Changes,4,"ahok, jokowi, badan, calon, nama, presiden, pimpin, negara, anas, azwar, kandidat, bambang, ikn, basuki, pertamina, purnama, tjahaja, jakarta, brodjonegoro, banyuwangi, umum, utama, pilih, bupati, riset, otoritas, ceo, btp, bumn, komisaris, putus, kaltim, fadli, tumiyana, salah, dki, alias, ngabalin, gubernur, masuk, istana, zon, ali, bos, pt, jabat, mantan, orang, sosok, tolak","badan, jokowi, calon, presiden, nama, pimpin, negara, basuki, ikn, bambang, utama, jakarta, pilih, masuk, pt, gubernur, dki, milik, ketua, wakil, salah, dpr, sebut, jabat, nilai, orang, dukung, istana, luhut, nasional, bahas, kantor, direktur, partai, satu, masyarakat, bentuk, karya, kutip, daerah, komisi, investasi, atur, rp, ri, anggota, capai, tugas, bappenas, harap",Neutral,Government
2021-04,Leadership and Administrative Changes,4,"bambang, brodjonegoro, menristek, brin, riset, badan, jokowi, menristekkepala, jabat, presiden, teknologi, lantik, undur, negara, pratikno, ikn, komut, sekretaris, bri, komisaris, utama, sore, pimpin, inovasi, nasional, kabar, iya, kompas, makarim, mendikbud, mundur, nadiem, ristek, kemendikbud, gusur, ahli, bidang, universitas, feb, ui, undang, ajar, lantas, kabinet, budaya, didik, putus, gabung, review, bicara","bambang, badan, presiden, negara, jokowi, jabat, suharso, ikn, bidang, nama, utama, nasional, undang, laksana, istana, pimpin, bappenas, masuk, jakarta, investasi, ri, terima, bahas, bentuk, basuki, rancang, lingkung, lanjut, calon, pupr, desain, paku, najam, paser, kantor, investor, pt, orang, dasar, hasil, tim, pilih, salah, satu, pusat, siap, ubah, kutip, masyarakat, gelar",Neutral,Government
2021-10,Leadership and Administrative Changes,4,"ikn, negara, presiden, badan, gubernur, jabat, calon, nama, ahok, pimpin, draf, bambang, brodjonegoro, ayat, bunyi, undang, artikel, bocor, pasal, ruu, wakil, kaltim, henti, pilih, daerah, angkat, jokowi, salah, muncul, kandidat, mantan, rancang, bupati, najam, paser, sebut, anas, azwar, basuki, purnama, tjahaja, kali, tetap, bantu, dpr, baca, biaya, seleksi, sosok, top","ikn, presiden, negara, nama, pimpin, calon, gubernur, jabat, wakil, undang, jokowi, badan, rancang, ruu, bambang, kutip, masuk, basuki, khusus, dpr, pilih, salah, nilai, daerah, sebut, wilayah, satu, desain, jakarta, warga, najam, paser, laksana, provinsi, atur, usaha, milik, orang, biaya, dki, siap, kawasan, lokasi, camat, paku, kabupaten, titik, terang, tingkat, pt",Neutral,Government
2022-01,Leadership and Administrative Changes,4,"nama, ikn, ahok, jokowi, nusantara, presiden, calon, pimpin, negara, mantan, risma, pilih, daerah, purnama, basuki, kriteria, badan, tjahaja, utama, arsitek, gubernur, latar, jakarta, milik, alias, anas, azwar, kandidat, pdip, gadang, bambang, hasto, wandy, sebut, jabat, masuk, putus, sosok, brodjonegoro, pertamina, tri, rismaharini, ksp, tumiyana, komisaris, pdi, dki, pt, muncul, bupati","ikn, nama, presiden, jokowi, nusantara, calon, negara, pimpin, basuki, daerah, pilih, gubernur, utama, jakarta, milik, badan, jabat, bambang, sebut, masuk, dki, nilai, ketua, undang, wakil, dpr, orang, pt, direktur, khusus, partai, karya, uu, salah, kantor, istana, jawa, barat, tugas, ruu, nasional, suharso, jenderal, ri, tingkat, satu, anggota, bappenas, kutip, harap",Neutral,Government
2022-03,Leadership and Administrative Changes,4,"ikn, bambang, jokowi, susantono, nusantara, lantik, presiden, dhony, wakil, rahajoe, badan, negara, pilih, jabat, pimpin, undang, sosok, istana, wandy, resmi, jakarta, calon, nama, kabar, kantor, sore, hubung, uu, maret, tugas, milik, ksp, posisi, ahli, besok, atur, profil, harta, utama, donny, daerah, heru, masyarakat, cepat, angkat, kaya, land, pekan, tuturoong, tenaga","ikn, bambang, susantono, nusantara, jokowi, presiden, wakil, negara, badan, jabat, pilih, pimpin, istana, resmi, jakarta, undang, calon, nama, hubung, milik, kantor, tugas, atur, utama, uu, daerah, usaha, masyarakat, harap, cepat, rp, infrastruktur, nomor, dpr, city, orang, dasar, gubernur, ri, laksana, bidang, jalan, sebut, balikpapan, ketua, terang, nilai, selatan, sumber, gelar",Neutral,Government
2022-05,Leadership and Administrative Changes,4,"ikn, tim, transisi, haji, dana, nasihat, menag, bambang, nusantara, presiden, negara, kemenag, siap, atur, bentuk, brodjonegoro, yaqut, dewan, mensesneg, dukung, ketua, wakil, jokowi, agama, hoaks, susantono, tugas, pres, nomor, pimpin, april, isu, jabat, fauzin, narasi, putus, stasiun, jakarta, cholil, qoumas, pakai, masyarakat, selenggara, informasi, anggota, laksana, kembang, api, kereta, rahajoe","ikn, dana, tim, nusantara, negara, bambang, siap, presiden, dukung, bentuk, atur, wakil, jokowi, nomor, ketua, tugas, jakarta, anggota, susantono, masyarakat, pimpin, resmi, uang, jabat, badan, biaya, orang, laksana, kutip, terang, kembang, calon, sebut, milik, fasilitas, jalan, undang, nama, daerah, nyata, tanah, usaha, bappenas, sesuai, utama, cepat, terima, bidang, istana, anggar",Neutral,Government
2022-08,Leadership and Administrative Changes,4,"pssi, ikn, center, training, kantor, iriawan, latih, bola, sepak, timnas, presiden, nusantara, mochamad, ketua, jokowi, pusat, jakarta, lantik, olahraga, jabat, sepakbola, bambang, satu, tim, negara, istana, lapang, amal, zainudin, tata, sesuai, hektare, tanah, salatiga, jadwal, siap, united, merdeka, luas, pemuda, wakil, buka, badan, balikpapan, hubung, mensesneg, dhony, tenaga, sekretaris, soal","ikn, nusantara, presiden, rp, kantor, negara, jabat, bambang, ketua, jokowi, lingkung, siap, jakarta, pusat, istana, tim, nomor, buka, susantono, tni, satu, wakil, tanah, dukung, pimpin, undang, hubung, calon, sesuai, salah, infrastruktur, terima, lahan, investasi, ri, orang, badan, nasional, kembang, gedung, balikpapan, air, khusus, sebut, gelar, harap, lokasi, biaya, laksana, tahap",Neutral,Government
2022-11,Leadership and Administrative Changes,4,"buka, ikn, pns, jabat, seleksi, lowong, direktur, november, posisi, daftar, nusantara, biro, duduk, non, syarat, tim, pegawai, wib, lingkung, birodirektur, bambang, kalang, putra, putri, negara, negeri, sipil, sidik, bangsa, badan, baik, isi, tutup, lamar, umum, panjang, sekretariatikngoid, kabiro, email, online, informasi, penuh, susantono, transisi, proses, lambat, sempat, komunikasi, koordinator, pramono","ikn, buka, direktur, jabat, nusantara, lingkung, negara, tim, bambang, negeri, susantono, badan, proses, calon, rp, milik, laksana, terang, masyarakat, kembang, kutip, tahap, biaya, resmi, wakil, siap, butuh, sumber, nyata, warga, orang, ketua, dasar, nomor, terima, bidang, hubung, kawasan, nasional, anggota, daerah, balikpapan, sesuai, harap, wilayah, presiden, jakarta, usaha, uang, tanah",Neutral,Government
2023-02,Leadership and Administrative Changes,4,"ikn, buka, pegawai, ppnpn, daftar, seleksi, lowong, nusantara, rp, februari, non, syarat, jabat, posisi, jokowi, gaji, oikn, direktur, tunjang, negeri, pns, terima, lingkung, jakarta, wakil, presiden, bidang, juta, silvia, mrt, lamar, pres, bambang, halim, susantono, umum, pt, baik, bangsa, resmi, negara, tanggal, simak, deputi, sempat, uang, kutip, badan, laksana, konstruksi","ikn, nusantara, buka, rp, jabat, jokowi, presiden, wakil, jakarta, lingkung, negeri, direktur, oikn, terima, bidang, negara, pt, bambang, resmi, badan, uang, susantono, kutip, atur, nomor, fasilitas, laksana, hasil, dasar, nyata, undang, pilih, pimpin, milik, wilayah, capai, nasional, dana, tugas, masyarakat, orang, dki, ketua, terang, usaha, butuh, siap, biaya, daerah, sesuai",Neutral,Government
2023-07,Leadership and Administrative Changes,4,"pertamina, ahok, kantor, ikn, balikpapan, pusat, pt, nusantara, pelan, basuki, jakarta, persero, kawasan, bumn, utama, purnama, tjahaja, komisaris, training, erick, kilang, usaha, negara, timnas, dekat, thohir, alias, tuh, camp, rp, subholding, presiden, center, anak, investor, real, the, fakta, jabat, buka, tanah, wali, tuju, hulu, bambang, pindahin, wakil, operasional, perata, jokowi","ikn, kantor, nusantara, pusat, basuki, pt, balikpapan, utama, jakarta, kawasan, usaha, rp, investasi, negara, jabat, presiden, investor, milik, jokowi, the, fasilitas, kunjung, uang, nyata, atur, sebut, dukung, wakil, sesuai, anggota, dana, wilayah, bambang, salah, target, kutip, tuju, komisi, dpr, ketua, tanah, buka, city, susantono, lokasi, kembang, nomor, bidang, tim, pupr",Neutral,Non-Government
2023-12,Leadership and Administrative Changes,4,"ikn, asn, komisaris, bambang, fresh, graduate, buka, presiden, jokowi, nusantara, pns, direktur, dhony, negara, capres, rekrutmen, ganjar, pt, milik, rahajoe, utama, jakarta, jabat, pp, aparatur, azwar, pakuwon, groundbreaking, seleksi, susantono, umum, wakil, sipil, stasiun, rupslb, hebat, tempat, anas, usaha, ganti, oikn, rb, posisi, independen, kereta, non, cawapres, kunjung, daftar, andi","ikn, nusantara, direktur, asn, utama, presiden, negara, bambang, buka, pt, jokowi, jakarta, jabat, ganjar, wakil, milik, susantono, resmi, usaha, tanah, rapat, groundbreaking, sebut, oikn, tim, nasional, investasi, daerah, negeri, pusat, cepat, kunjung, anies, jawa, kutip, kantor, salah, fasilitas, nomor, laksana, badan, masuk, hasil, kembang, istana, bahas, tahap, gelar, bidang, warga",Neutral,Government
2020-02,Legislation and Government Policies,7,"jakarta, negara, dpr, ruu, bappenas, undang, daerah, suharso, badan, ikn, khusus, bentuk, serah, jokowi, ri, gedung, otoritas, nasional, mulyani, sri, industri, presiden, monoarfa, rapat, draf, kantor, tim, aset, bahas, milik, luhut, rancang, cepat, awas, pasal, komisi, pusat, wakil, dewan, uang, rakyat, pulau, siap, reses, tahap, status, final, ketua, masuk, pres","negara, jakarta, dpr, bappenas, ruu, undang, suharso, ikn, daerah, nasional, badan, jokowi, presiden, khusus, bentuk, ri, rapat, kantor, gedung, sri, bahas, milik, komisi, uang, rancang, pusat, cepat, dki, wakil, tim, rakyat, siap, anggota, luhut, proses, masuk, ketua, uu, pimpin, salah, atur, asn, tahap, negeri, investor, dunia, bidang, masyarakat, harap, direktur",Neutral,Government
